epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,1,,,3.2373616695404053,,
0,3,,,3.2040555477142334,,
0,5,,,3.17901349067688,,
0,7,,,3.1453371047973633,,
0,9,,,3.199519157409668,,
0,11,,,3.106718063354492,,
0,13,,,3.105189323425293,,
0,15,,,3.0507988929748535,,
0,17,,,3.056828498840332,,
0,19,,,3.038100242614746,,
0,21,,,2.967045545578003,,
0,23,,,2.9652583599090576,,
0,25,,,2.9548044204711914,,
0,27,,,2.987974166870117,,
0,29,,,2.978447914123535,,
0,31,,,2.938425064086914,,
0,33,,,2.918462038040161,,
0,35,,,2.8129546642303467,,
0,37,,,2.8698055744171143,,
0,39,,,2.844834804534912,,
0,41,,,2.8178656101226807,,
0,43,,,2.7244584560394287,,
0,45,,,2.810710906982422,,
0,47,,,2.6481263637542725,,
0,49,,,2.6869285106658936,,
0,51,,,2.6766908168792725,,
0,53,,,2.721342086791992,,
0,55,,,2.6742777824401855,,
0,57,,,2.6993467807769775,,
0,59,,,2.625856876373291,,
0,61,,,2.5694711208343506,,
0,63,,,2.585446834564209,,
0,65,,,2.62489652633667,,
0,67,,,2.6729695796966553,,
0,69,,,2.461085557937622,,
0,71,,,2.5984909534454346,,
0,73,,,2.5184834003448486,,
0,75,,,2.434093952178955,,
0,77,,,2.561530590057373,,
0,79,,,2.4314169883728027,,
0,81,,,2.3512187004089355,,
0,83,,,2.405120372772217,,
0,85,,,2.462526798248291,,
0,87,,,2.396280288696289,,
0,89,,,2.405521869659424,,
0,91,,,2.3539156913757324,,
0,93,,,2.4541053771972656,,
0,95,,,2.3099160194396973,,
0,97,,,2.3596932888031006,,
0,99,,,2.3959639072418213,,
0,101,,,2.4740407466888428,,
0,103,,,2.3163280487060547,,
0,105,,,2.3676974773406982,,
0,107,,,2.2671613693237305,,
0,109,,,2.179145336151123,,
0,111,,,2.27024245262146,,
0,113,,,2.2130022048950195,,
0,115,,,2.2436962127685547,,
0,117,,,2.2446892261505127,,
0,119,,,2.1870639324188232,,
0,121,,,2.3230903148651123,,
0,123,,,2.265378713607788,,
0,125,,,2.3077433109283447,,
0,127,,,2.362692356109619,,
0,129,,,2.4103286266326904,,
0,131,,,2.1125059127807617,,
0,133,,,2.125831127166748,,
0,135,,,2.3682336807250977,,
0,137,,,2.1690759658813477,,
0,139,,,2.290877103805542,,
0,141,,,2.2310092449188232,,
0,143,,,2.1390161514282227,,
0,145,,,2.1596217155456543,,
0,147,,,2.1158926486968994,,
0,149,,,2.143195390701294,,
0,151,,,2.2619879245758057,,
0,153,,,2.089322328567505,,
0,155,,,2.1354031562805176,,
0,157,,,2.208062171936035,,
0,159,,,2.191490411758423,,
0,161,,,2.2373621463775635,,
0,163,,,2.186218023300171,,
0,165,,,2.1101224422454834,,
0,167,,,2.204866409301758,,
0,169,,,2.0113375186920166,,
0,171,,,2.0066189765930176,,
0,173,,,2.1854183673858643,,
0,175,,,2.085872173309326,,
0,177,,,2.06966495513916,,
0,179,,,2.1309561729431152,,
0,181,,,2.1499381065368652,,
0,183,,,2.034125328063965,,
0,185,,,1.854901671409607,,
0,187,,,1.9774678945541382,,
0,189,,,2.0496883392333984,,
0,191,,,2.0164103507995605,,
0,193,,,2.050079345703125,,
0,195,,,2.1301987171173096,,
0,197,,,2.1426260471343994,,
0,199,,,2.0434141159057617,,
0,201,,,2.0189568996429443,,
0,203,,,2.0434393882751465,,
0,205,,,1.9942113161087036,,
0,207,,,2.1022286415100098,,
0,209,,,2.102644443511963,,
0,211,,,2.067183256149292,,
0,213,,,2.029245376586914,,
0,215,,,2.054776191711426,,
0,217,,,2.0255327224731445,,
0,219,,,2.0269343852996826,,
0,221,,,2.0669236183166504,,
0,223,,,2.002307176589966,,
0,225,,,2.013958692550659,,
0,227,,,1.9573183059692383,,
0,229,,,1.9153110980987549,,
0,231,,,1.9952350854873657,,
0,233,,,2.109912395477295,,
0,235,,,2.267148494720459,,
0,237,,,1.903225064277649,,
0,239,,,2.0846939086914062,,
0,241,,,2.241164207458496,,
0,243,,,2.026691436767578,,
0,245,,,2.1104066371917725,,
0,247,,,1.9496413469314575,,
0,249,,,2.0398054122924805,,
0,251,,,2.083451986312866,,
0,253,,,2.066004991531372,,
0,255,,,1.9484508037567139,,
0,257,,,1.9225947856903076,,
0,259,,,1.97672700881958,,
0,261,,,1.9722071886062622,,
0,263,,,1.990424394607544,,
0,265,,,2.043717622756958,,
0,267,,,1.8388949632644653,,
0,269,,,2.0383098125457764,,
0,271,,,1.9671310186386108,,
0,273,,,2.2201826572418213,,
0,275,,,2.0392463207244873,,
0,277,,,1.9459868669509888,,
0,279,,,2.4019179344177246,,
0,281,,,1.9540177583694458,,
0,283,,,1.9132050275802612,,
0,285,,,2.075789451599121,,
0,287,,,2.2508296966552734,,
0,289,,,2.006828546524048,,
0,291,,,1.9457430839538574,,
0,293,,,1.8630385398864746,,
0,295,,,1.7990989685058594,,
0,297,,,1.8479799032211304,,
0,299,,,2.0085833072662354,,
0,301,,,1.8888970613479614,,
0,303,,,1.9530974626541138,,
0,305,,,2.0513720512390137,,
0,307,,,1.8882161378860474,,
0,309,,,1.9942680597305298,,
0,311,,,1.9247676134109497,,
0,312,,,,0.46549999713897705,8.602561950683594
1,313,,,1.9086521863937378,,
1,315,,,1.958302617073059,,
1,317,,,1.8101696968078613,,
1,319,,,1.925932765007019,,
1,321,,,1.8783522844314575,,
1,323,,,2.2420899868011475,,
1,325,,,1.9426236152648926,,
1,327,,,2.0268726348876953,,
1,329,,,1.8397586345672607,,
1,331,,,2.0125064849853516,,
1,333,,,1.901850700378418,,
1,335,,,1.8337218761444092,,
1,337,,,1.9373315572738647,,
1,339,,,1.9740610122680664,,
1,341,,,2.0077521800994873,,
1,343,,,1.7091832160949707,,
1,345,,,2.132042646408081,,
1,347,,,1.8284465074539185,,
1,349,,,1.9462460279464722,,
1,351,,,1.809691309928894,,
1,353,,,1.9168808460235596,,
1,355,,,1.830171823501587,,
1,357,,,1.6623660326004028,,
1,359,,,1.8628045320510864,,
1,361,,,1.7621828317642212,,
1,363,,,2.210033416748047,,
1,365,,,1.8996081352233887,,
1,367,,,1.692057490348816,,
1,369,,,1.7491939067840576,,
1,371,,,1.9615018367767334,,
1,373,,,1.904103398323059,,
1,375,,,1.8053256273269653,,
1,377,,,1.9452675580978394,,
1,379,,,1.8383866548538208,,
1,381,,,1.8729033470153809,,
1,383,,,1.9759441614151,,
1,385,,,1.9235721826553345,,
1,387,,,1.9091511964797974,,
1,389,,,1.9221563339233398,,
1,391,,,1.887062430381775,,
1,393,,,2.091096878051758,,
1,395,,,1.7902204990386963,,
1,397,,,1.9643495082855225,,
1,399,,,1.8872624635696411,,
1,401,,,1.9017817974090576,,
1,403,,,1.7533984184265137,,
1,405,,,1.9272055625915527,,
1,407,,,1.7509011030197144,,
1,409,,,1.9001054763793945,,
1,411,,,1.9730180501937866,,
1,413,,,1.730054259300232,,
1,415,,,1.858839988708496,,
1,417,,,1.7839933633804321,,
1,419,,,1.8180735111236572,,
1,421,,,1.8969969749450684,,
1,423,,,1.9222992658615112,,
1,425,,,2.013927936553955,,
1,427,,,1.9900076389312744,,
1,429,,,1.9370715618133545,,
1,431,,,1.820212483406067,,
1,433,,,1.715567708015442,,
1,435,,,1.7361202239990234,,
1,437,,,1.7572120428085327,,
1,439,,,1.9688013792037964,,
1,441,,,1.8165390491485596,,
1,443,,,1.7100870609283447,,
1,445,,,2.4980521202087402,,
1,447,,,1.7321875095367432,,
1,449,,,1.8037140369415283,,
1,451,,,1.9834433794021606,,
1,453,,,1.6541272401809692,,
1,455,,,1.7036679983139038,,
1,457,,,1.8263872861862183,,
1,459,,,1.744661569595337,,
1,461,,,1.815083622932434,,
1,463,,,1.8564296960830688,,
1,465,,,1.8231441974639893,,
1,467,,,1.7780510187149048,,
1,469,,,2.056119203567505,,
1,471,,,1.7665793895721436,,
1,473,,,1.8023396730422974,,
1,475,,,1.7266837358474731,,
1,477,,,1.880631685256958,,
1,479,,,1.8259955644607544,,
1,481,,,1.879892349243164,,
1,483,,,1.8743503093719482,,
1,485,,,2.2305755615234375,,
1,487,,,1.7580214738845825,,
1,489,,,1.8525505065917969,,
1,491,,,1.7886863946914673,,
1,493,,,1.8480122089385986,,
1,495,,,1.610740065574646,,
1,497,,,1.8450264930725098,,
1,499,,,1.9940690994262695,,
1,501,,,1.7871969938278198,,
1,503,,,1.7330931425094604,,
1,505,,,1.6701892614364624,,
1,507,,,1.6719474792480469,,
1,509,,,1.768013596534729,,
1,511,,,1.791579246520996,,
1,513,,,1.7821564674377441,,
1,515,,,1.8519755601882935,,
1,517,,,1.7660980224609375,,
1,519,,,1.666183590888977,,
1,521,,,1.8045828342437744,,
1,523,,,1.883636713027954,,
1,525,,,1.7137796878814697,,
1,527,,,1.7035454511642456,,
1,529,,,1.7534196376800537,,
1,531,,,1.8164982795715332,,
1,533,,,1.8002890348434448,,
1,535,,,1.658668041229248,,
1,537,,,1.7674251794815063,,
1,539,,,1.7637734413146973,,
1,541,,,1.7463208436965942,,
1,543,,,1.6826586723327637,,
1,545,,,1.6400319337844849,,
1,547,,,1.7549384832382202,,
1,549,,,1.7561789751052856,,
1,551,,,1.720207691192627,,
1,553,,,1.8365293741226196,,
1,555,,,1.635975956916809,,
1,557,,,1.7461984157562256,,
1,559,,,1.7668650150299072,,
1,561,,,1.8221303224563599,,
1,563,,,1.6063733100891113,,
1,565,,,1.8291358947753906,,
1,567,,,1.6193821430206299,,
1,569,,,1.6924723386764526,,
1,571,,,1.8348934650421143,,
1,573,,,1.9802027940750122,,
1,575,,,1.6831437349319458,,
1,577,,,1.690189242362976,,
1,579,,,1.7472103834152222,,
1,581,,,1.599366545677185,,
1,583,,,1.7493059635162354,,
1,585,,,1.8287473917007446,,
1,587,,,2.0941739082336426,,
1,589,,,1.4639421701431274,,
1,591,,,1.6650731563568115,,
1,593,,,1.6370505094528198,,
1,595,,,1.8196407556533813,,
1,597,,,1.9076191186904907,,
1,599,,,1.8480157852172852,,
1,601,,,1.8133482933044434,,
1,603,,,1.8606199026107788,,
1,605,,,1.7313458919525146,,
1,607,,,1.7974348068237305,,
1,609,,,1.819936752319336,,
1,611,,,1.7648195028305054,,
1,613,,,1.806229591369629,,
1,615,,,1.6063451766967773,,
1,617,,,1.7111172676086426,,
1,619,,,1.7781648635864258,,
1,621,,,2.182185649871826,,
1,623,,,1.698380708694458,,
1,625,,,1.5459057092666626,,
1,625,,,,0.025750000029802322,13.4862060546875
2,627,,,1.6889344453811646,,
2,629,,,1.7344785928726196,,
2,631,,,1.7217004299163818,,
2,633,,,1.8226238489151,,
2,635,,,2.0475540161132812,,
2,637,,,1.724658489227295,,
2,639,,,1.736908197402954,,
2,641,,,1.6794136762619019,,
2,643,,,1.5832806825637817,,
