epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,49,,,1.5450574159622192,,
0,99,,,1.5104517936706543,,
0,149,,,1.4279892444610596,,
0,199,,,1.5516209602355957,,
0,249,,,1.4790239334106445,,
0,299,,,1.5090551376342773,,
0,312,,,,0.46544307470321655,1.5256892442703247
1,349,,,1.5354667901992798,,
1,399,,,1.429814338684082,,
1,449,,,1.524970531463623,,
1,499,,,1.5522048473358154,,
1,549,,,1.5791339874267578,,
1,599,,,1.498416543006897,,
1,625,,,,0.46544307470321655,1.5265253782272339
2,649,,,1.5142865180969238,,
2,699,,,1.4878008365631104,,
2,749,,,1.5777593851089478,,
2,799,,,1.605926752090454,,
2,849,,,1.4631967544555664,,
2,899,,,1.5486185550689697,,
2,938,,,,0.46544307470321655,1.526448369026184
3,949,,,1.5346205234527588,,
3,999,,,1.5985107421875,,
3,1049,,,1.455657720565796,,
3,1099,,,1.481165885925293,,
3,1149,,,1.5054008960723877,,
3,1199,,,1.4939055442810059,,
3,1249,,,1.5126755237579346,,
3,1251,,,,0.46544307470321655,1.5250486135482788
4,1299,,,1.549450397491455,,
4,1349,,,1.532170295715332,,
4,1399,,,1.5746331214904785,,
4,1449,,,1.4461473226547241,,
4,1499,,,1.540621042251587,,
4,1549,,,1.4888346195220947,,
4,1564,,,,0.46544307470321655,1.5252889394760132
5,1599,,,1.5030028820037842,,
5,1649,,,1.5177949666976929,,
5,1699,,,1.5341827869415283,,
5,1749,,,1.57246732711792,,
5,1799,,,1.5555639266967773,,
5,1849,,,1.5361038446426392,,
5,1877,,,,0.46544307470321655,1.5287514925003052
6,1899,,,1.6312415599822998,,
6,1949,,,1.5083231925964355,,
6,1999,,,1.4989171028137207,,
6,2049,,,1.519942283630371,,
6,2099,,,1.4681336879730225,,
6,2149,,,1.609496831893921,,
6,2190,,,,0.46544307470321655,1.5247011184692383
7,2199,,,1.5883002281188965,,
7,2249,,,1.5675287246704102,,
7,2299,,,1.4992895126342773,,
7,2349,,,1.4624502658843994,,
7,2399,,,1.5278903245925903,,
7,2449,,,1.5397186279296875,,
7,2499,,,1.5413297414779663,,
7,2503,,,,0.46544307470321655,1.5263900756835938
8,2549,,,1.4651999473571777,,
8,2599,,,1.5293231010437012,,
8,2649,,,1.5157496929168701,,
8,2699,,,1.5494446754455566,,
8,2749,,,1.5574980974197388,,
8,2799,,,1.5775041580200195,,
8,2816,,,,0.46544307470321655,1.52485990524292
9,2849,,,1.4427788257598877,,
9,2899,,,1.5161280632019043,,
9,2949,,,1.5084824562072754,,
9,2999,,,1.5284008979797363,,
9,3049,,,1.5609538555145264,,
9,3099,,,1.5299899578094482,,
9,3129,,,,0.46544307470321655,1.5255132913589478
10,3149,,,1.476233959197998,,
10,3199,,,1.5049071311950684,,
10,3249,,,1.5113383531570435,,
10,3299,,,1.5527706146240234,,
10,3349,,,1.5067741870880127,,
10,3399,,,1.620265245437622,,
10,3442,,,,0.46544307470321655,1.5245765447616577
11,3449,,,1.5559310913085938,,
11,3499,,,1.4444618225097656,,
11,3549,,,1.4720367193222046,,
11,3599,,,1.5436022281646729,,
11,3649,,,1.5257604122161865,,
11,3699,,,1.5309710502624512,,
11,3749,,,1.5507969856262207,,
11,3755,,,,0.46544307470321655,1.524466633796692
12,3799,,,1.5099529027938843,,
12,3849,,,1.5673900842666626,,
12,3899,,,1.5236488580703735,,
12,3949,,,1.5108942985534668,,
12,3999,,,1.5425598621368408,,
12,4049,,,1.5640110969543457,,
12,4068,,,,0.46544307470321655,1.5256718397140503
13,4099,,,1.5383864641189575,,
13,4149,,,1.6346290111541748,,
13,4199,,,1.5138522386550903,,
13,4249,,,1.530580997467041,,
13,4299,,,1.5036134719848633,,
13,4349,,,1.495597243309021,,
13,4381,,,,0.46544307470321655,1.5243175029754639
14,4399,,,1.5043001174926758,,
14,4449,,,1.4918808937072754,,
14,4499,,,1.4952046871185303,,
14,4549,,,1.499619722366333,,
14,4599,,,1.5000059604644775,,
14,4649,,,1.52903151512146,,
14,4694,,,,0.46544307470321655,1.5247019529342651
15,4699,,,1.4866114854812622,,
15,4749,,,1.5460124015808105,,
15,4799,,,1.560981035232544,,
15,4849,,,1.5059876441955566,,
15,4899,,,1.426436185836792,,
15,4949,,,1.516345500946045,,
15,4999,,,1.5165106058120728,,
15,5007,,,,0.46544307470321655,1.5255390405654907
16,5049,,,1.5695905685424805,,
16,5099,,,1.5519391298294067,,
16,5149,,,1.4844322204589844,,
16,5199,,,1.5927281379699707,,
16,5249,,,1.5212290287017822,,
16,5299,,,1.571794033050537,,
16,5320,,,,0.46544307470321655,1.5240458250045776
17,5349,,,1.5708140134811401,,
17,5399,,,1.5476109981536865,,
17,5449,,,1.6044337749481201,,
17,5499,,,1.5358892679214478,,
17,5549,,,1.4638454914093018,,
17,5599,,,1.4700095653533936,,
17,5633,,,,0.46544307470321655,1.5257502794265747
18,5649,,,1.5217666625976562,,
18,5699,,,1.5438838005065918,,
18,5749,,,1.4841010570526123,,
18,5799,,,1.6461515426635742,,
18,5849,,,1.5449504852294922,,
18,5899,,,1.5688095092773438,,
18,5946,,,,0.46544307470321655,1.5306164026260376
19,5949,,,1.4863580465316772,,
19,5999,,,1.4927797317504883,,
19,6049,,,1.4660708904266357,,
19,6099,,,1.5789958238601685,,
19,6149,,,1.454180359840393,,
19,6199,,,1.4783062934875488,,
19,6249,,,1.5257105827331543,,
19,6259,,,,0.46544307470321655,1.5311139822006226
20,6299,,,1.5395078659057617,,
20,6349,,,1.4363973140716553,,
20,6399,,,1.5054669380187988,,
