epoch,step,test_acc,test_loss,train_loss,val_acc,val_loss
0,49,,,1.291548490524292,,
0,99,,,1.3150346279144287,,
0,149,,,1.4091296195983887,,
0,199,,,1.3061538934707642,,
0,249,,,1.336695671081543,,
0,299,,,1.4678397178649902,,
0,312,,,,0.49379876255989075,1.4566290378570557
1,349,,,1.2854602336883545,,
1,399,,,1.4316344261169434,,
1,449,,,1.2533645629882812,,
1,499,,,1.2766377925872803,,
1,549,,,1.281882643699646,,
1,599,,,1.329239845275879,,
1,625,,,,0.5020503997802734,1.4263218641281128
2,649,,,1.4090393781661987,,
2,699,,,1.3081164360046387,,
2,749,,,1.2502377033233643,,
2,799,,,1.4301605224609375,,
2,849,,,1.3308625221252441,,
2,899,,,1.2947580814361572,,
2,938,,,,0.5146028995513916,1.3957493305206299
3,949,,,1.2887734174728394,,
3,999,,,1.3795907497406006,,
3,1049,,,1.2413675785064697,,
3,1099,,,1.3347551822662354,,
3,1149,,,1.4715332984924316,,
3,1199,,,1.488356590270996,,
3,1249,,,1.4111586809158325,,
3,1251,,,,0.5140528082847595,1.3592616319656372
4,1299,,,1.441411018371582,,
4,1349,,,1.217442274093628,,
4,1399,,,1.360320806503296,,
4,1449,,,1.268776297569275,,
4,1499,,,1.220546007156372,,
4,1549,,,1.2404699325561523,,
4,1564,,,,0.5354570746421814,1.3171077966690063
5,1599,,,1.4352359771728516,,
5,1649,,,1.3247884511947632,,
5,1699,,,1.4559630155563354,,
5,1749,,,1.2915709018707275,,
5,1799,,,1.4436720609664917,,
5,1849,,,1.2520294189453125,,
5,1877,,,,0.5155031085014343,1.3879696130752563
6,1899,,,1.273298978805542,,
6,1949,,,1.360280990600586,,
6,1999,,,1.4044688940048218,,
6,2049,,,1.3077008724212646,,
6,2099,,,1.2929928302764893,,
6,2149,,,1.4094820022583008,,
6,2190,,,,0.48349669575691223,1.435490369796753
7,2199,,,1.3018789291381836,,
7,2249,,,1.4185466766357422,,
7,2299,,,1.1435699462890625,,
7,2349,,,1.2544950246810913,,
7,2399,,,1.2825937271118164,,
7,2449,,,1.3787087202072144,,
7,2499,,,1.5899581909179688,,
7,2503,,,,0.5193038582801819,1.478603482246399
8,2549,,,1.3236373662948608,,
8,2599,,,1.421380639076233,,
8,2649,,,1.3439936637878418,,
8,2699,,,1.2875449657440186,,
8,2749,,,1.2962710857391357,,
8,2799,,,1.308091402053833,,
8,2816,,,,0.5110021829605103,1.3886514902114868
9,2849,,,1.2575962543487549,,
9,2899,,,1.4495153427124023,,
9,2949,,,1.423278570175171,,
9,2999,,,1.2753841876983643,,
9,3049,,,1.3334007263183594,,
9,3099,,,1.401800274848938,,
9,3129,,,,0.5105020999908447,1.3216464519500732
10,3149,,,1.2594332695007324,,
10,3199,,,1.3177731037139893,,
10,3249,,,1.2594246864318848,,
10,3299,,,1.3831710815429688,,
10,3349,,,1.2817277908325195,,
10,3399,,,1.2686729431152344,,
10,3442,,,,0.4302360415458679,1.5466806888580322
11,3449,,,1.252373456954956,,
11,3499,,,1.2633051872253418,,
11,3549,,,1.3464338779449463,,
11,3599,,,1.3839302062988281,,
11,3649,,,1.4932684898376465,,
11,3699,,,1.298668622970581,,
11,3749,,,1.2391462326049805,,
11,3755,,,,0.5311562418937683,1.3123810291290283
12,3799,,,1.282378911972046,,
12,3849,,,1.2013858556747437,,
12,3899,,,1.3047935962677002,,
12,3949,,,1.297154426574707,,
12,3999,,,1.1805243492126465,,
12,4049,,,1.2955725193023682,,
12,4068,,,,0.45804160833358765,1.530990719795227
13,4099,,,1.2819167375564575,,
13,4149,,,1.372030258178711,,
13,4199,,,1.3895386457443237,,
13,4249,,,1.206475019454956,,
13,4299,,,1.235951542854309,,
13,4349,,,1.4262313842773438,,
13,4381,,,,0.537157416343689,1.3220763206481934
14,4399,,,1.1961407661437988,,
14,4449,,,1.1792190074920654,,
14,4499,,,1.329097032546997,,
14,4549,,,1.3801977634429932,,
14,4599,,,1.3687866926193237,,
14,4649,,,1.3039822578430176,,
14,4694,,,,0.5427085161209106,1.318648099899292
15,4699,,,1.2828540802001953,,
15,4749,,,1.3339883089065552,,
15,4799,,,1.275238275527954,,
15,4849,,,1.236575961112976,,
15,4899,,,1.248913049697876,,
15,4949,,,1.1935997009277344,,
15,4999,,,1.2823889255523682,,
15,5007,,,,0.4451390206813812,1.5322861671447754
16,5049,,,1.3282989263534546,,
16,5099,,,1.4682281017303467,,
16,5149,,,1.3228801488876343,,
16,5199,,,1.375300645828247,,
16,5249,,,1.2645375728607178,,
16,5299,,,1.3057692050933838,,
16,5320,,,,0.5301560163497925,1.2920501232147217
17,5349,,,1.291292667388916,,
17,5399,,,1.2956955432891846,,
17,5449,,,1.3198049068450928,,
17,5499,,,1.2672045230865479,,
17,5549,,,1.372342824935913,,
17,5599,,,1.309173822402954,,
17,5633,,,,0.5089517831802368,1.3458858728408813
18,5649,,,1.33165442943573,,
18,5699,,,1.2747814655303955,,
18,5749,,,1.243997573852539,,
18,5799,,,1.3543009757995605,,
18,5849,,,1.2027771472930908,,
18,5899,,,1.32277512550354,,
18,5946,,,,0.5528605580329895,1.3266533613204956
19,5949,,,1.2518551349639893,,
19,5999,,,1.4334073066711426,,
19,6049,,,1.3083922863006592,,
19,6099,,,1.3449628353118896,,
19,6149,,,1.3173282146453857,,
19,6199,,,1.2692790031433105,,
19,6249,,,1.3026392459869385,,
19,6259,,,,0.503300666809082,1.4063040018081665
20,6299,,,1.3245899677276611,,
20,6349,,,1.2845003604888916,,
20,6399,,,1.3487169742584229,,
20,6449,,,1.2395085096359253,,
20,6499,,,1.3331336975097656,,
20,6549,,,1.233001470565796,,
20,6572,,,,0.5500100255012512,1.355199933052063
21,6599,,,1.533339262008667,,
21,6649,,,1.2815277576446533,,
21,6699,,,1.3298288583755493,,
21,6749,,,1.5186896324157715,,
21,6799,,,1.376631736755371,,
21,6849,,,1.1924134492874146,,
21,6885,,,,0.5123024582862854,1.3380753993988037
22,6899,,,1.2172491550445557,,
22,6949,,,1.194983720779419,,
22,6999,,,1.2284419536590576,,
22,7049,,,1.2282087802886963,,
22,7099,,,1.2011710405349731,,
22,7149,,,1.2241716384887695,,
22,7198,,,,0.5583116412162781,1.2825208902359009
23,7199,,,1.2495557069778442,,
23,7249,,,1.3840723037719727,,
23,7299,,,1.3673135042190552,,
23,7349,,,1.2461261749267578,,
23,7399,,,1.406920075416565,,
23,7449,,,1.2754467725753784,,
23,7499,,,1.3050999641418457,,
23,7511,,,,0.5421584248542786,1.4039585590362549
24,7549,,,1.4211430549621582,,
24,7599,,,1.3825840950012207,,
24,7649,,,1.3761171102523804,,
24,7699,,,1.3510582447052002,,
24,7749,,,1.198957085609436,,
24,7799,,,1.2258394956588745,,
24,7824,,,,0.5214542746543884,1.4053224325180054
25,7849,,,1.506680965423584,,
25,7899,,,1.349084734916687,,
25,7949,,,1.2844231128692627,,
25,7999,,,1.2968708276748657,,
25,8049,,,1.3188467025756836,,
25,8099,,,1.3881044387817383,,
25,8137,,,,0.5166533589363098,1.538156509399414
26,8149,,,1.22270667552948,,
26,8199,,,1.311728596687317,,
26,8249,,,1.381667137145996,,
26,8299,,,1.3458669185638428,,
26,8349,,,1.440659761428833,,
26,8399,,,1.2264868021011353,,
26,8449,,,1.3082780838012695,,
26,8450,,,,0.5490097999572754,1.2963407039642334
27,8499,,,1.2304844856262207,,
27,8549,,,1.2221693992614746,,
27,8599,,,1.1975339651107788,,
27,8649,,,1.3002185821533203,,
27,8699,,,1.2575647830963135,,
27,8749,,,1.1869667768478394,,
27,8763,,,,0.5443588495254517,1.343720555305481
28,8799,,,1.3089344501495361,,
