epoch,step,train_loss,val_acc,val_loss
0,1,3.3987996578216553,,
0,3,3.316415548324585,,
0,5,3.191256523132324,,
0,7,3.0788803100585938,,
0,9,2.9959216117858887,,
0,11,2.9192090034484863,,
0,13,2.8345351219177246,,
0,15,2.79964280128479,,
0,17,2.735995292663574,,
0,19,2.663302183151245,,
0,21,2.659247398376465,,
0,23,2.6159422397613525,,
0,25,2.5749783515930176,,
0,27,2.5566024780273438,,
0,29,2.545382022857666,,
0,31,2.4958791732788086,,
0,33,2.46791410446167,,
0,35,2.447350025177002,,
0,37,2.4249935150146484,,
0,39,2.425576686859131,,
0,41,2.4035167694091797,,
0,43,2.387746810913086,,
0,45,2.3832919597625732,,
0,47,2.3680663108825684,,
0,49,2.36820125579834,,
0,51,2.359851121902466,,
0,53,2.3437857627868652,,
0,55,2.342961072921753,,
0,57,2.3443851470947266,,
0,59,2.3459043502807617,,
0,61,2.3431880474090576,,
0,63,2.3332793712615967,,
0,65,2.331063985824585,,
0,67,2.3296942710876465,,
0,69,2.329549789428711,,
0,71,2.3295278549194336,,
0,73,2.334867477416992,,
0,75,2.338282823562622,,
0,77,2.3211355209350586,,
0,79,2.320342540740967,,
0,81,2.316331386566162,,
0,83,2.3246214389801025,,
0,85,2.323957920074463,,
0,87,2.3182389736175537,,
0,89,2.324934482574463,,
0,91,2.32389760017395,,
0,93,2.3182883262634277,,
0,95,2.3249456882476807,,
0,97,2.3211402893066406,,
0,99,2.3233485221862793,,
0,101,2.3188247680664062,,
0,103,2.3148512840270996,,
0,105,2.3173351287841797,,
0,107,2.321528911590576,,
0,109,2.3231210708618164,,
0,111,2.3193225860595703,,
0,113,2.313748836517334,,
0,115,2.314232349395752,,
0,117,2.314246892929077,,
0,119,2.3214244842529297,,
0,121,2.3152835369110107,,
0,123,2.31988525390625,,
0,125,2.324023723602295,,
0,127,2.3160321712493896,,
0,129,2.316952705383301,,
0,131,2.316032648086548,,
0,133,2.316962718963623,,
0,135,2.3185958862304688,,
0,137,2.314258098602295,,
0,139,2.3188652992248535,,
0,141,2.3226943016052246,,
0,143,2.3107197284698486,,
0,145,2.316708564758301,,
0,147,2.3203980922698975,,
0,149,2.308812379837036,,
0,151,2.31876802444458,,
0,153,2.3160953521728516,,
0,155,2.317338466644287,,
0,157,2.314052104949951,,
0,159,2.3137760162353516,,
0,161,2.324367046356201,,
0,163,2.3208062648773193,,
0,165,2.3160200119018555,,
0,167,2.3116703033447266,,
0,169,2.330312967300415,,
0,171,2.317450523376465,,
0,173,2.3091487884521484,,
0,175,2.3104286193847656,,
0,177,2.3106369972229004,,
0,179,2.320972442626953,,
0,181,2.326228618621826,,
0,183,2.315493583679199,,
0,185,2.315185308456421,,
0,187,2.3110125064849854,,
0,189,2.3040285110473633,,
0,191,2.3160433769226074,,
0,193,2.30655574798584,,
0,195,2.3166465759277344,,
0,197,2.3169164657592773,,
0,199,2.307758331298828,,
0,201,2.317343235015869,,
0,203,2.319809675216675,,
0,205,2.3167638778686523,,
0,207,2.3148744106292725,,
0,209,2.31829833984375,,
0,211,2.318620204925537,,
0,213,2.3164961338043213,,
0,215,2.318990468978882,,
0,217,2.299468994140625,,
0,219,2.311098098754883,,
0,221,2.307969808578491,,
0,223,2.3112692832946777,,
0,225,2.3065147399902344,,
0,227,2.3200621604919434,,
0,229,2.316396474838257,,
0,231,2.3058674335479736,,
