epoch,step,train_loss,val_acc,val_loss
0,9,2.150338649749756,,
0,19,1.8762314319610596,,
0,29,1.621720314025879,,
0,39,1.5341737270355225,,
0,49,1.4703762531280518,,
0,59,1.5818341970443726,,
0,69,1.482940435409546,,
0,79,1.5638668537139893,,
0,89,1.594974398612976,,
0,99,1.5135022401809692,,
0,109,1.4799946546554565,,
0,119,1.593314290046692,,
0,129,1.5129822492599487,,
0,139,1.4895323514938354,,
0,149,1.5480153560638428,,
0,159,1.5343639850616455,,
0,169,1.6099114418029785,,
0,179,1.567967414855957,,
0,189,1.5208183526992798,,
0,199,1.5337868928909302,,
0,209,1.5157352685928345,,
0,219,1.5118190050125122,,
0,229,1.4738295078277588,,
0,239,1.4864685535430908,,
0,249,1.5856140851974487,,
0,259,1.5065758228302002,,
0,269,1.543991208076477,,
0,279,1.501842975616455,,
0,289,1.5384612083435059,,
0,299,1.5875260829925537,,
0,309,1.6009128093719482,,
0,312,,0.46544307470321655,1.5266611576080322
1,319,1.5344922542572021,,
1,329,1.4786709547042847,,
1,339,1.5592379570007324,,
1,349,1.5029678344726562,,
1,359,1.5210673809051514,,
1,369,1.6028645038604736,,
