epoch,step,train_loss,val_acc,val_loss
0,9,1.7908334732055664,,
0,19,1.623051643371582,,
0,29,1.6308538913726807,,
0,39,1.5517680644989014,,
0,49,1.562835693359375,,
0,59,1.55222487449646,,
0,69,1.55012845993042,,
0,79,1.4634149074554443,,
0,89,1.527825951576233,,
0,99,1.592874526977539,,
0,109,1.5565316677093506,,
0,119,1.5540058612823486,,
0,129,1.5022709369659424,,
0,139,1.480172872543335,,
0,149,1.584503173828125,,
0,159,1.5301439762115479,,
0,169,1.490409255027771,,
0,179,1.5296986103057861,,
0,189,1.517998218536377,,
0,199,1.54472017288208,,
0,209,1.570188283920288,,
0,219,1.5191465616226196,,
0,229,1.5001015663146973,,
0,239,1.4606349468231201,,
0,249,1.5184228420257568,,
0,259,1.476594090461731,,
0,269,1.641463279724121,,
0,279,1.5357468128204346,,
0,289,1.5280687808990479,,
0,299,1.5214606523513794,,
0,309,1.499443531036377,,
0,312,,0.46544307470321655,1.5319544076919556
1,319,1.4911959171295166,,
1,329,1.4929745197296143,,
1,339,1.51544988155365,,
1,349,1.5703911781311035,,
1,359,1.5455673933029175,,
1,369,1.4951750040054321,,
1,379,1.4977266788482666,,
1,389,1.528651237487793,,
1,399,1.47804594039917,,
1,409,1.465355396270752,,
1,419,1.5257729291915894,,
1,429,1.5925168991088867,,
1,439,1.5449304580688477,,
1,449,1.5202150344848633,,
1,459,1.5222786664962769,,
1,469,1.4676804542541504,,
1,479,1.5446139574050903,,
1,489,1.43267822265625,,
1,499,1.5247769355773926,,
1,509,1.5921704769134521,,
1,519,1.498229742050171,,
1,529,1.4850704669952393,,
1,539,1.5078336000442505,,
1,549,1.496425747871399,,
