epoch,step,train_loss,val_acc,val_loss
0,1,1.535627841949463,,
0,3,1.5260157585144043,,
0,5,1.4864425659179688,,
0,7,1.5342967510223389,,
0,9,1.5986664295196533,,
0,11,1.5038963556289673,,
0,13,1.5864238739013672,,
0,15,1.6259706020355225,,
0,17,1.576195478439331,,
0,19,1.562516212463379,,
0,21,1.5834064483642578,,
0,23,1.5502437353134155,,
0,25,1.5457488298416138,,
0,27,1.5491664409637451,,
0,29,1.5439646244049072,,
0,31,1.5011656284332275,,
0,33,1.5132536888122559,,
0,35,1.5057716369628906,,
0,37,1.540172815322876,,
0,39,1.5689587593078613,,
0,41,1.5827229022979736,,
0,43,1.5247297286987305,,
0,45,1.5750582218170166,,
0,47,1.4911588430404663,,
0,49,1.493391990661621,,
0,51,1.5821878910064697,,
0,53,1.4876658916473389,,
0,55,1.5102909803390503,,
0,57,1.6257860660552979,,
0,59,1.5497729778289795,,
0,61,1.5339078903198242,,
0,63,1.5610851049423218,,
0,65,1.4762144088745117,,
0,67,1.6343975067138672,,
0,69,1.5507245063781738,,
0,71,1.6338160037994385,,
0,73,1.5547821521759033,,
0,75,1.6299545764923096,,
0,77,1.5433038473129272,,
0,79,1.5497405529022217,,
0,81,1.5047190189361572,,
0,83,1.5482230186462402,,
0,85,1.5855332612991333,,
0,87,1.556645154953003,,
0,89,1.5403447151184082,,
0,91,1.5170009136199951,,
0,93,1.551806926727295,,
0,95,1.4655555486679077,,
0,97,1.537413477897644,,
0,99,1.5186011791229248,,
0,101,1.4906377792358398,,
0,103,1.5458694696426392,,
0,105,1.5085084438323975,,
0,107,1.5646098852157593,,
0,109,1.5564727783203125,,
0,111,1.5672664642333984,,
0,113,1.5125677585601807,,
0,115,1.5413862466812134,,
0,117,1.5879791975021362,,
0,119,1.507301926612854,,
0,121,1.4900264739990234,,
0,123,1.5763447284698486,,
0,125,1.5485177040100098,,
0,127,1.5610113143920898,,
0,129,1.5773274898529053,,
0,131,1.5555214881896973,,
0,133,1.5090279579162598,,
0,135,1.4541910886764526,,
0,137,1.5392144918441772,,
0,139,1.5403739213943481,,
0,141,1.5773842334747314,,
0,143,1.4992594718933105,,
0,145,1.5361641645431519,,
0,147,1.6084675788879395,,
0,149,1.5333420038223267,,
0,151,1.567190170288086,,
0,153,1.5566948652267456,,
0,155,1.5394669771194458,,
0,157,1.614881992340088,,
0,159,1.57966947555542,,
0,161,1.5271867513656616,,
0,163,1.5694503784179688,,
0,165,1.5457870960235596,,
0,167,1.5243232250213623,,
0,169,1.537530779838562,,
0,171,1.5694282054901123,,
0,173,1.4915592670440674,,
0,175,1.552566647529602,,
0,177,1.5398930311203003,,
0,179,1.5370851755142212,,
0,181,1.550276756286621,,
0,183,1.5257775783538818,,
0,185,1.5357966423034668,,
0,187,1.5227570533752441,,
0,189,1.5288513898849487,,
0,191,1.5523812770843506,,
0,193,1.5346473455429077,,
0,195,1.5195953845977783,,
0,197,1.485723614692688,,
0,199,1.5218088626861572,,
0,201,1.4758678674697876,,
0,203,1.5792289972305298,,
0,205,1.524288296699524,,
0,207,1.4718942642211914,,
0,209,1.5402178764343262,,
0,211,1.5169340372085571,,
0,213,1.4814128875732422,,
0,215,1.5237276554107666,,
0,217,1.4678566455841064,,
0,219,1.557666540145874,,
0,221,1.6241378784179688,,
0,223,1.503944993019104,,
0,225,1.5501322746276855,,
0,227,1.5323971509933472,,
0,229,1.539367914199829,,
0,231,1.5478665828704834,,
0,233,1.5158127546310425,,
0,235,1.5084137916564941,,
0,237,1.4875447750091553,,
0,239,1.4802138805389404,,
0,241,1.5485126972198486,,
0,243,1.525285243988037,,
0,245,1.5343164205551147,,
0,247,1.5206758975982666,,
0,249,1.5703163146972656,,
0,251,1.5919578075408936,,
0,253,1.5693750381469727,,
0,255,1.565676212310791,,
0,257,1.531288504600525,,
0,259,1.537327766418457,,
0,261,1.538661003112793,,
0,263,1.4591416120529175,,
0,265,1.5319666862487793,,
0,267,1.5663726329803467,,
0,269,1.5757441520690918,,
0,271,1.526375412940979,,
0,273,1.6315735578536987,,
0,275,1.533524513244629,,
0,277,1.5980019569396973,,
0,279,1.4542595148086548,,
0,281,1.4895610809326172,,
0,283,1.5696375370025635,,
0,285,1.5156701803207397,,
0,287,1.530745267868042,,
0,289,1.4887336492538452,,
0,291,1.5048136711120605,,
0,293,1.4781179428100586,,
0,295,1.5355114936828613,,
0,297,1.5549325942993164,,
0,299,1.5445091724395752,,
0,301,1.5643340349197388,,
0,303,1.5645567178726196,,
0,305,1.4985243082046509,,
0,307,1.5226889848709106,,
0,309,1.5264861583709717,,
0,311,1.5338553190231323,,
0,312,,0.46544307470321655,1.5314476490020752
1,313,1.522498607635498,,
1,315,1.484908103942871,,
1,317,1.544040560722351,,
1,319,1.5895659923553467,,
1,321,1.5002551078796387,,
1,323,1.4720797538757324,,
1,325,1.5837888717651367,,
1,327,1.5469706058502197,,
1,329,1.4844084978103638,,
1,331,1.459628701210022,,
1,333,1.6022939682006836,,
1,335,1.5266952514648438,,
1,337,1.501372218132019,,
1,339,1.533487319946289,,
1,341,1.477506399154663,,
1,343,1.5687580108642578,,
1,345,1.540802240371704,,
1,347,1.516704797744751,,
1,349,1.5464670658111572,,
1,351,1.6070905923843384,,
1,353,1.5581681728363037,,
1,355,1.525693416595459,,
1,357,1.4886212348937988,,
1,359,1.5750892162322998,,
1,361,1.550462007522583,,
1,363,1.5641437768936157,,
1,365,1.5432490110397339,,
1,367,1.5191376209259033,,
1,369,1.6193442344665527,,
1,371,1.540395975112915,,
1,373,1.5382754802703857,,
1,375,1.5417717695236206,,
